score;completeness;rescuebot_action;rescuebot_location;bored_action;bored_location;world_nr;tick_nr
6;0.125;Idle;(10, 2);;(10, 3);1;1195
6;0.125;Idle;(10, 2);;(10, 3);1;1196
6;0.125;;(10, 2);;(10, 3);1;1197
6;0.125;;(10, 2);;(10, 3);1;1198
6;0.125;;(10, 2);MoveWest;(9, 3);1;1199
6;0.125;;(10, 2);;(9, 3);1;1200
6;0.125;;(10, 2);;(9, 3);1;1201
6;0.125;;(10, 2);;(9, 3);1;1202
6;0.125;;(10, 2);;(9, 3);1;1203
6;0.125;;(10, 2);MoveSouth;(9, 4);1;1204
6;0.125;;(10, 2);;(9, 4);1;1205
6;0.125;;(10, 2);;(9, 4);1;1206
6;0.125;;(10, 2);MoveSouth;(9, 5);1;1207
6;0.125;;(10, 2);;(9, 5);1;1208
6;0.125;;(10, 2);;(9, 5);1;1209
6;0.125;;(10, 2);;(9, 5);1;1210
6;0.125;;(10, 2);;(9, 5);1;1211
6;0.125;;(10, 2);MoveEast;(10, 5);1;1212
6;0.125;;(10, 2);MoveEast;(10, 5);1;1213
6;0.125;;(10, 2);MoveEast;(10, 5);1;1214
6;0.125;;(10, 2);MoveEast;(10, 5);1;1215
6;0.125;;(10, 2);MoveEast;(10, 5);1;1216
6;0.125;;(10, 2);MoveEast;(10, 5);1;1217
6;0.125;;(10, 2);MoveEast;(11, 5);1;1218
6;0.125;;(10, 2);MoveEast;(12, 5);1;1219
6;0.125;;(10, 2);MoveEast;(13, 5);1;1220
6;0.125;;(10, 2);;(13, 5);1;1221
6;0.125;;(10, 2);;(13, 5);1;1222
6;0.125;;(10, 2);MoveEast;(14, 5);1;1223
6;0.125;;(10, 2);MoveEast;(15, 5);1;1224
6;0.125;;(10, 2);MoveEast;(16, 5);1;1225
6;0.125;;(10, 2);MoveEast;(17, 5);1;1226
6;0.125;;(10, 2);;(17, 5);1;1227
6;0.125;;(10, 2);MoveEast;(18, 5);1;1228
6;0.125;;(10, 2);MoveEast;(19, 5);1;1229
6;0.125;;(10, 2);MoveEast;(19, 5);1;1230
6;0.125;;(10, 2);MoveEast;(19, 5);1;1231
6;0.125;;(10, 2);MoveEast;(19, 5);1;1232
6;0.125;;(10, 2);MoveEast;(19, 5);1;1233
6;0.125;;(10, 2);MoveEast;(19, 5);1;1234
6;0.125;;(10, 2);MoveEast;(20, 5);1;1235
6;0.125;;(10, 2);MoveEast;(20, 5);1;1236
6;0.125;;(10, 2);MoveEast;(20, 5);1;1237
6;0.125;;(10, 2);MoveEast;(20, 5);1;1238
6;0.125;;(10, 2);MoveEast;(20, 5);1;1239
6;0.125;;(10, 2);MoveEast;(20, 5);1;1240
6;0.125;;(10, 2);MoveEast;(21, 5);1;1241
6;0.125;;(10, 2);MoveEast;(22, 5);1;1242
6;0.125;;(10, 2);;(22, 5);1;1243
6;0.125;;(10, 2);MoveEast;(22, 5);1;1244
6;0.125;;(10, 2);MoveEast;(22, 5);1;1245
6;0.125;;(10, 2);MoveEast;(22, 5);1;1246
6;0.125;;(10, 2);MoveEast;(22, 5);1;1247
6;0.125;;(10, 2);MoveEast;(22, 5);1;1248
6;0.125;;(10, 2);MoveEast;(23, 5);1;1249
6;0.125;;(10, 2);MoveSouth;(23, 5);1;1250
6;0.125;;(10, 2);MoveSouth;(23, 5);1;1251
6;0.125;;(10, 2);MoveSouth;(23, 5);1;1252
6;0.125;;(10, 2);MoveSouth;(23, 5);1;1253
6;0.125;;(10, 2);MoveSouth;(23, 5);1;1254
6;0.125;;(10, 2);MoveSouth;(23, 6);1;1255
6;0.125;;(10, 2);MoveSouth;(23, 7);1;1256
6;0.125;;(10, 2);;(23, 7);1;1257
6;0.125;;(10, 2);;(23, 7);1;1258
6;0.125;;(10, 2);MoveSouth;(23, 8);1;1259
6;0.125;;(10, 2);;(23, 8);1;1260
6;0.125;;(10, 2);;(23, 8);1;1261
6;0.125;;(10, 2);;(23, 8);1;1262
6;0.125;;(10, 2);;(23, 8);1;1263
6;0.125;;(10, 2);;(23, 8);1;1264
6;0.125;;(10, 2);;(23, 8);1;1265
6;0.125;;(10, 2);;(23, 8);1;1266
6;0.125;;(10, 2);;(23, 8);1;1267
12;0.25;;(23, 8);DropObjectTogether;(23, 8);1;1268
12;0.25;MoveWest;(23, 8);;(23, 8);1;1269
12;0.25;MoveWest;(23, 8);;(23, 8);1;1270
12;0.25;MoveWest;(23, 8);;(23, 8);1;1271
12;0.25;MoveWest;(23, 8);;(23, 8);1;1272
12;0.25;MoveWest;(23, 8);;(23, 8);1;1273
12;0.25;MoveWest;(23, 8);;(23, 8);1;1274
12;0.25;MoveWest;(23, 8);MoveWest;(22, 8);1;1275
12;0.25;MoveWest;(23, 8);;(22, 8);1;1276
12;0.25;MoveWest;(22, 8);MoveWest;(21, 8);1;1277
12;0.25;MoveWest;(22, 8);;(21, 8);1;1278
12;0.25;MoveWest;(22, 8);MoveWest;(20, 8);1;1279
12;0.25;MoveWest;(22, 8);;(20, 8);1;1280
12;0.25;MoveWest;(22, 8);;(20, 8);1;1281
12;0.25;MoveWest;(22, 8);;(20, 8);1;1282
12;0.25;MoveWest;(22, 8);;(20, 8);1;1283
12;0.25;MoveWest;(22, 8);MoveNorth;(20, 7);1;1284
12;0.25;MoveWest;(22, 8);MoveNorth;(20, 6);1;1285
12;0.25;MoveWest;(21, 8);;(20, 6);1;1286
12;0.25;MoveWest;(21, 8);;(20, 6);1;1287
12;0.25;MoveWest;(21, 8);;(20, 6);1;1288
12;0.25;MoveWest;(21, 8);;(20, 6);1;1289
12;0.25;MoveWest;(21, 8);;(20, 6);1;1290
12;0.25;MoveWest;(21, 8);;(20, 6);1;1291
12;0.25;MoveWest;(21, 8);;(20, 6);1;1292
12;0.25;MoveWest;(21, 8);MoveWest;(19, 6);1;1293
12;0.25;MoveWest;(21, 8);MoveWest;(19, 6);1;1294
12;0.25;MoveWest;(20, 8);MoveWest;(19, 6);1;1295
12;0.25;MoveWest;(20, 8);MoveWest;(19, 6);1;1296
12;0.25;MoveWest;(20, 8);MoveWest;(19, 6);1;1297
12;0.25;MoveWest;(20, 8);MoveWest;(19, 6);1;1298
12;0.25;MoveWest;(20, 8);MoveWest;(18, 6);1;1299
12;0.25;MoveWest;(20, 8);MoveWest;(17, 6);1;1300
12;0.25;MoveWest;(20, 8);;(17, 6);1;1301
12;0.25;MoveWest;(20, 8);MoveWest;(16, 6);1;1302
12;0.25;MoveWest;(20, 8);;(16, 6);1;1303
12;0.25;MoveWest;(19, 8);;(16, 6);1;1304
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1305
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1306
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1307
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1308
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1309
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1310
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1311
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1312
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1313
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1314
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1315
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1316
12;0.25;MoveNorthWest;(19, 8);;(16, 6);1;1317
12;0.25;MoveNorthWest;(18, 7);;(16, 6);1;1318
12;0.25;MoveNorthWest;(18, 7);;(16, 6);1;1319
12;0.25;MoveNorthWest;(18, 7);MoveWest;(15, 6);1;1320
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1321
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1322
12;0.25;MoveNorthWest;(18, 7);MoveWest;(14, 6);1;1323
12;0.25;MoveNorthWest;(18, 7);;(14, 6);1;1324
12;0.25;MoveNorthWest;(18, 7);MoveWest;(13, 6);1;1325
12;0.25;MoveNorthWest;(18, 7);MoveWest;(12, 6);1;1326
12;0.25;MoveNorthWest;(17, 6);;(12, 6);1;1327
12;0.25;MoveWest;(17, 6);MoveWest;(12, 6);1;1328
12;0.25;MoveWest;(17, 6);MoveWest;(12, 6);1;1329
12;0.25;MoveWest;(17, 6);MoveWest;(12, 6);1;1330
12;0.25;MoveWest;(17, 6);MoveWest;(12, 6);1;1331
12;0.25;MoveWest;(17, 6);MoveWest;(12, 6);1;1332
12;0.25;MoveWest;(17, 6);MoveWest;(11, 6);1;1333
12;0.25;MoveWest;(17, 6);MoveWest;(11, 6);1;1334
12;0.25;MoveWest;(17, 6);MoveWest;(11, 6);1;1335
12;0.25;MoveWest;(16, 6);MoveWest;(11, 6);1;1336
12;0.25;MoveWest;(16, 6);MoveWest;(11, 6);1;1337
12;0.25;MoveWest;(16, 6);MoveWest;(11, 6);1;1338
12;0.25;MoveWest;(16, 6);MoveWest;(10, 6);1;1339
12;0.25;MoveWest;(16, 6);MoveWest;(10, 6);1;1340
12;0.25;MoveWest;(16, 6);MoveWest;(10, 6);1;1341
12;0.25;MoveWest;(16, 6);MoveWest;(10, 6);1;1342
12;0.25;MoveWest;(16, 6);MoveWest;(10, 6);1;1343
12;0.25;MoveWest;(16, 6);MoveWest;(10, 6);1;1344
12;0.25;MoveWest;(15, 6);MoveWest;(9, 6);1;1345
12;0.25;MoveWest;(15, 6);MoveWest;(8, 6);1;1346
12;0.25;MoveWest;(15, 6);MoveWest;(7, 6);1;1347
12;0.25;MoveWest;(15, 6);MoveWest;(6, 6);1;1348
12;0.25;MoveWest;(15, 6);MoveWest;(5, 6);1;1349
12;0.25;MoveWest;(15, 6);MoveWest;(4, 6);1;1350
12;0.25;MoveWest;(15, 6);;(4, 6);1;1351
12;0.25;MoveWest;(15, 6);MoveWest;(3, 6);1;1352
12;0.25;MoveWest;(15, 6);MoveWest;(2, 6);1;1353
12;0.25;MoveWest;(14, 6);;(2, 6);1;1354
12;0.25;MoveWest;(14, 6);MoveWest;(1, 6);1;1355
12;0.25;MoveWest;(14, 6);;(1, 6);1;1356
12;0.25;MoveWest;(14, 6);;(1, 6);1;1357
12;0.25;MoveWest;(14, 6);;(1, 6);1;1358
12;0.25;MoveWest;(14, 6);;(1, 6);1;1359
12;0.25;MoveWest;(14, 6);MoveEast;(2, 6);1;1360
12;0.25;MoveWest;(14, 6);MoveEast;(3, 6);1;1361
12;0.25;MoveWest;(14, 6);;(3, 6);1;1362
12;0.25;MoveWest;(13, 6);;(3, 6);1;1363
12;0.25;MoveWest;(13, 6);;(3, 6);1;1364
12;0.25;MoveWest;(13, 6);;(3, 6);1;1365
12;0.25;MoveWest;(13, 6);;(3, 6);1;1366
12;0.25;MoveWest;(13, 6);;(3, 6);1;1367
12;0.25;MoveWest;(13, 6);;(3, 6);1;1368
12;0.25;MoveWest;(13, 6);;(3, 6);1;1369
12;0.25;MoveWest;(13, 6);MoveSouth;(3, 7);1;1370
12;0.25;MoveWest;(13, 6);;(3, 7);1;1371
12;0.25;MoveWest;(12, 6);;(3, 7);1;1372
12;0.25;MoveWest;(12, 6);;(3, 7);1;1373
12;0.25;MoveWest;(12, 6);;(3, 7);1;1374
12;0.25;MoveWest;(12, 6);;(3, 7);1;1375
12;0.25;MoveWest;(12, 6);MoveSouth;(3, 8);1;1376
12;0.25;MoveWest;(12, 6);;(3, 8);1;1377
12;0.25;MoveWest;(12, 6);;(3, 8);1;1378
12;0.25;MoveWest;(12, 6);;(3, 8);1;1379
12;0.25;MoveWest;(12, 6);;(3, 8);1;1380
12;0.25;MoveWest;(12, 6);;(3, 8);1;1381
12;0.25;MoveWest;(12, 6);;(3, 8);1;1382
12;0.25;MoveWest;(12, 6);;(3, 8);1;1383
12;0.25;MoveWest;(12, 6);;(3, 8);1;1384
12;0.25;MoveWest;(12, 6);;(3, 8);1;1385
12;0.25;MoveWest;(11, 6);;(3, 8);1;1386
12;0.25;MoveWest;(11, 6);;(3, 8);1;1387
12;0.25;MoveWest;(11, 6);;(3, 8);1;1388
12;0.25;MoveWest;(11, 6);MoveSouth;(3, 9);1;1389
12;0.25;MoveWest;(11, 6);;(3, 9);1;1390
12;0.25;MoveWest;(11, 6);;(3, 9);1;1391
12;0.25;MoveWest;(11, 6);;(3, 9);1;1392
12;0.25;MoveWest;(11, 6);;(3, 9);1;1393
12;0.25;MoveWest;(11, 6);;(3, 9);1;1394
12;0.25;MoveWest;(11, 6);;(3, 9);1;1395
12;0.25;MoveWest;(11, 6);;(3, 9);1;1396
12;0.25;MoveWest;(11, 6);;(3, 9);1;1397
12;0.25;MoveWest;(11, 6);;(3, 9);1;1398
12;0.25;MoveWest;(11, 6);;(3, 9);1;1399
12;0.25;MoveWest;(10, 6);MoveNorth;(3, 8);1;1400
12;0.25;MoveWest;(10, 6);;(3, 8);1;1401
12;0.25;MoveWest;(10, 6);MoveWest;(2, 8);1;1402
12;0.25;MoveWest;(10, 6);;(2, 8);1;1403
12;0.25;MoveWest;(10, 6);;(2, 8);1;1404
12;0.25;MoveWest;(10, 6);;(2, 8);1;1405
12;0.25;MoveWest;(10, 6);;(2, 8);1;1406
12;0.25;MoveWest;(10, 6);;(2, 8);1;1407
12;0.25;MoveWest;(10, 6);;(2, 8);1;1408
12;0.25;MoveWest;(10, 6);;(2, 8);1;1409
12;0.25;MoveWest;(10, 6);;(2, 8);1;1410
12;0.25;MoveWest;(10, 6);MoveEast;(3, 8);1;1411
12;0.25;MoveWest;(10, 6);;(3, 8);1;1412
12;0.25;MoveWest;(10, 6);;(3, 8);1;1413
12;0.25;MoveWest;(9, 6);;(3, 8);1;1414
12;0.25;MoveWest;(9, 6);;(3, 8);1;1415
12;0.25;MoveWest;(9, 6);;(3, 8);1;1416
12;0.25;MoveWest;(9, 6);MoveNorth;(3, 7);1;1417
12;0.25;MoveWest;(9, 6);;(3, 7);1;1418
12;0.25;MoveWest;(9, 6);;(3, 7);1;1419
12;0.25;MoveWest;(9, 6);;(3, 7);1;1420
12;0.25;MoveWest;(9, 6);MoveNorth;(3, 6);1;1421
12;0.25;MoveWest;(9, 6);;(3, 6);1;1422
12;0.25;MoveWest;(8, 6);;(3, 6);1;1423
12;0.25;MoveWest;(8, 6);;(3, 6);1;1424
12;0.25;MoveWest;(8, 6);;(3, 6);1;1425
12;0.25;MoveWest;(8, 6);;(3, 6);1;1426
12;0.25;MoveWest;(8, 6);;(3, 6);1;1427
12;0.25;MoveWest;(8, 6);MoveNorth;(3, 5);1;1428
12;0.25;MoveWest;(8, 6);;(3, 5);1;1429
12;0.25;MoveWest;(8, 6);;(3, 5);1;1430
12;0.25;MoveWest;(8, 6);;(3, 5);1;1431
12;0.25;MoveWest;(7, 6);;(3, 5);1;1432
12;0.25;MoveWest;(7, 6);;(3, 5);1;1433
12;0.25;MoveWest;(7, 6);;(3, 5);1;1434
12;0.25;MoveWest;(7, 6);;(3, 5);1;1435
12;0.25;MoveWest;(7, 6);;(3, 5);1;1436
12;0.25;MoveWest;(7, 6);;(3, 5);1;1437
12;0.25;MoveWest;(7, 6);;(3, 5);1;1438
12;0.25;MoveWest;(7, 6);;(3, 5);1;1439
12;0.25;MoveWest;(7, 6);;(3, 5);1;1440
12;0.25;MoveWest;(6, 6);;(3, 5);1;1441
12;0.25;MoveWest;(6, 6);;(3, 5);1;1442
12;0.25;MoveWest;(6, 6);;(3, 5);1;1443
12;0.25;MoveWest;(6, 6);;(3, 5);1;1444
12;0.25;MoveWest;(6, 6);;(3, 5);1;1445
12;0.25;MoveWest;(6, 6);;(3, 5);1;1446
12;0.25;MoveWest;(6, 6);;(3, 5);1;1447
12;0.25;MoveWest;(6, 6);;(3, 5);1;1448
12;0.25;MoveWest;(6, 6);;(3, 5);1;1449
12;0.25;MoveWest;(5, 6);;(3, 5);1;1450
12;0.25;MoveNorthWest;(5, 6);;(3, 5);1;1451
12;0.25;MoveNorthWest;(5, 6);;(3, 5);1;1452
12;0.25;MoveNorthWest;(5, 6);;(3, 5);1;1453
12;0.25;MoveNorthWest;(5, 6);;(3, 5);1;1454
12;0.25;MoveNorthWest;(5, 6);;(3, 5);1;1455
12;0.25;MoveNorthWest;(5, 6);;(3, 5);1;1456
12;0.25;MoveNorthWest;(5, 6);;(3, 5);1;1457
12;0.25;MoveNorthWest;(5, 6);;(3, 5);1;1458
12;0.25;MoveNorthWest;(4, 5);;(3, 5);1;1459
12;0.25;MoveWest;(4, 5);;(3, 5);1;1460
12;0.25;MoveWest;(4, 5);;(3, 5);1;1461
12;0.25;MoveWest;(4, 5);;(3, 5);1;1462
12;0.25;MoveWest;(4, 5);;(3, 5);1;1463
12;0.25;MoveWest;(4, 5);;(3, 5);1;1464
12;0.25;MoveWest;(4, 5);;(3, 5);1;1465
12;0.25;MoveWest;(4, 5);;(3, 5);1;1466
12;0.25;MoveWest;(4, 5);;(3, 5);1;1467
12;0.25;MoveWest;(3, 5);;(3, 5);1;1468
12;0.25;;(3, 5);;(3, 5);1;1469
12;0.25;;(3, 5);;(3, 5);1;1470
12;0.25;;(3, 5);;(3, 5);1;1471
12;0.25;;(3, 5);;(3, 5);1;1472
12;0.25;;(3, 5);;(3, 5);1;1473
12;0.25;;(3, 5);;(3, 5);1;1474
12;0.25;;(3, 5);;(3, 5);1;1475
12;0.25;;(3, 5);;(3, 5);1;1476
12;0.25;;(3, 5);;(3, 5);1;1477
12;0.25;;(3, 5);;(3, 5);1;1478
12;0.25;;(3, 5);;(3, 5);1;1479
12;0.25;;(3, 5);;(3, 5);1;1480
12;0.25;;(3, 5);;(3, 5);1;1481
12;0.25;;(3, 5);;(3, 5);1;1482
12;0.25;;(3, 5);;(3, 5);1;1483
12;0.25;;(3, 5);;(3, 5);1;1484
12;0.25;;(3, 5);;(3, 5);1;1485
12;0.25;;(3, 5);;(3, 5);1;1486
12;0.25;;(3, 5);;(3, 5);1;1487
12;0.25;;(3, 5);;(3, 5);1;1488
12;0.25;;(3, 5);;(3, 5);1;1489
12;0.25;;(3, 5);;(3, 5);1;1490
12;0.25;;(3, 5);;(3, 5);1;1491
12;0.25;;(3, 5);;(3, 5);1;1492
12;0.25;;(3, 5);;(3, 5);1;1493
12;0.25;;(3, 5);;(3, 5);1;1494
12;0.25;;(3, 5);;(3, 5);1;1495
12;0.25;;(3, 5);;(3, 5);1;1496
12;0.25;;(3, 5);;(3, 5);1;1497
12;0.25;;(3, 5);;(3, 5);1;1498
12;0.25;;(3, 5);;(3, 5);1;1499
12;0.25;;(3, 5);;(3, 5);1;1500
12;0.25;;(3, 5);;(3, 5);1;1501
12;0.25;;(3, 5);;(3, 5);1;1502
12;0.25;;(3, 5);;(3, 5);1;1503
12;0.25;;(3, 5);;(3, 5);1;1504
12;0.25;;(3, 5);;(3, 5);1;1505
12;0.25;;(3, 5);;(3, 5);1;1506
12;0.25;;(3, 5);;(3, 5);1;1507
12;0.25;;(3, 5);;(3, 5);1;1508
12;0.25;;(3, 5);;(3, 5);1;1509
12;0.25;;(3, 5);;(3, 5);1;1510
12;0.25;;(3, 5);;(3, 5);1;1511
12;0.25;;(3, 5);;(3, 5);1;1512
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1513
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1514
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1515
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1516
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1517
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1518
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1519
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1520
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1521
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1522
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1523
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1524
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1525
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1526
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1527
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1528
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1529
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1530
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1531
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1532
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1533
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1534
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1535
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1536
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1537
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1538
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1539
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1540
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1541
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1542
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1543
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1544
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1545
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1546
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1547
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1548
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1549
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1550
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1551
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1552
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1553
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1554
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1555
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1556
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1557
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1558
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1559
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1560
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1561
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1562
12;0.25;;(3, 5);RemoveObjectTogether;(3, 5);1;1563
12;0.25;MoveNorth;(3, 5);;(3, 5);1;1564
12;0.25;MoveNorth;(3, 5);;(3, 5);1;1565
12;0.25;MoveNorth;(3, 5);;(3, 5);1;1566
12;0.25;MoveNorth;(3, 5);;(3, 5);1;1567
12;0.25;MoveNorth;(3, 5);;(3, 5);1;1568
12;0.25;MoveNorth;(3, 5);;(3, 5);1;1569
12;0.25;MoveNorth;(3, 5);;(3, 5);1;1570
12;0.25;MoveNorth;(3, 5);;(3, 5);1;1571
12;0.25;MoveNorth;(3, 4);;(3, 5);1;1572
12;0.25;MoveNorthWest;(3, 4);MoveNorth;(3, 4);1;1573
12;0.25;MoveNorthWest;(3, 4);;(3, 4);1;1574
12;0.25;MoveNorthWest;(3, 4);;(3, 4);1;1575
12;0.25;MoveNorthWest;(3, 4);;(3, 4);1;1576
12;0.25;MoveNorthWest;(3, 4);;(3, 4);1;1577
12;0.25;MoveNorthWest;(3, 4);MoveNorth;(3, 3);1;1578
12;0.25;MoveNorthWest;(3, 4);;(3, 3);1;1579
12;0.25;MoveNorthWest;(3, 4);;(3, 3);1;1580
12;0.25;MoveNorthWest;(2, 3);;(3, 3);1;1581
12;0.25;MoveNorth;(2, 3);;(3, 3);1;1582
12;0.25;MoveNorth;(2, 3);;(3, 3);1;1583
12;0.25;MoveNorth;(2, 3);;(3, 3);1;1584
12;0.25;MoveNorth;(2, 3);;(3, 3);1;1585
12;0.25;MoveNorth;(2, 3);;(3, 3);1;1586
12;0.25;MoveNorth;(2, 3);;(3, 3);1;1587
12;0.25;MoveNorth;(2, 3);;(3, 3);1;1588
12;0.25;MoveNorth;(2, 3);MoveNorth;(3, 2);1;1589
12;0.25;MoveNorth;(2, 2);;(3, 2);1;1590
12;0.25;MoveSouthEast;(2, 2);;(3, 2);1;1591
12;0.25;MoveSouthEast;(2, 2);;(3, 2);1;1592
12;0.25;MoveSouthEast;(2, 2);;(3, 2);1;1593
12;0.25;MoveSouthEast;(2, 2);;(3, 2);1;1594
12;0.25;MoveSouthEast;(2, 2);;(3, 2);1;1595
12;0.25;MoveSouthEast;(2, 2);MoveSouth;(3, 3);1;1596
12;0.25;MoveSouthEast;(2, 2);;(3, 3);1;1597
12;0.25;MoveSouthEast;(2, 2);;(3, 3);1;1598
12;0.25;MoveSouthEast;(3, 3);;(3, 3);1;1599
12;0.25;MoveNorthEast;(3, 3);;(3, 3);1;1600
12;0.25;MoveNorthEast;(3, 3);;(3, 3);1;1601
12;0.25;MoveNorthEast;(3, 3);;(3, 3);1;1602
12;0.25;MoveNorthEast;(3, 3);;(3, 3);1;1603
12;0.25;MoveNorthEast;(3, 3);;(3, 3);1;1604
12;0.25;MoveNorthEast;(3, 3);;(3, 3);1;1605
12;0.25;MoveNorthEast;(3, 3);;(3, 3);1;1606
12;0.25;MoveNorthEast;(3, 3);;(3, 3);1;1607
12;0.25;MoveNorthEast;(4, 2);;(3, 3);1;1608
12;0.25;;(4, 2);;(3, 3);1;1609
12;0.25;;(4, 2);;(3, 3);1;1610
12;0.25;;(4, 2);;(3, 3);1;1611
12;0.25;;(4, 2);;(3, 3);1;1612
12;0.25;;(4, 2);;(3, 3);1;1613
12;0.25;;(4, 2);;(3, 3);1;1614
12;0.25;;(4, 2);;(3, 3);1;1615
12;0.25;Idle;(4, 2);;(3, 3);1;1616
12;0.25;Idle;(4, 2);;(3, 3);1;1617
12;0.25;Idle;(4, 2);;(3, 3);1;1618
12;0.25;Idle;(4, 2);;(3, 3);1;1619
12;0.25;Idle;(4, 2);;(3, 3);1;1620
12;0.25;Idle;(4, 2);;(3, 3);1;1621
12;0.25;Idle;(4, 2);;(3, 3);1;1622
12;0.25;Idle;(4, 2);MoveNorth;(3, 2);1;1623
12;0.25;Idle;(4, 2);;(3, 2);1;1624
12;0.25;Idle;(4, 2);;(3, 2);1;1625
12;0.25;Idle;(4, 2);;(3, 2);1;1626
12;0.25;Idle;(4, 2);;(3, 2);1;1627
12;0.25;Idle;(4, 2);;(3, 2);1;1628
12;0.25;Idle;(4, 2);MoveWest;(2, 2);1;1629
12;0.25;Idle;(4, 2);;(2, 2);1;1630
12;0.25;Idle;(4, 2);;(2, 2);1;1631
12;0.25;Idle;(4, 2);;(2, 2);1;1632
12;0.25;Idle;(4, 2);;(2, 2);1;1633
12;0.25;Idle;(4, 2);;(2, 2);1;1634
12;0.25;Idle;(4, 2);;(2, 2);1;1635
12;0.25;Idle;(4, 2);;(2, 2);1;1636
12;0.25;Idle;(4, 2);;(2, 2);1;1637
12;0.25;Idle;(4, 2);CarryObject;(2, 2);1;1638
12;0.25;Idle;(4, 2);;(2, 2);1;1639
12;0.25;Idle;(4, 2);;(2, 2);1;1640
12;0.25;Idle;(4, 2);;(2, 2);1;1641
12;0.25;MoveSouth;(4, 2);;(2, 2);1;1642
12;0.25;MoveSouth;(4, 2);MoveSouth;(2, 3);1;1643
12;0.25;MoveSouth;(4, 2);;(2, 3);1;1644
12;0.25;MoveSouth;(4, 2);;(2, 3);1;1645
12;0.25;MoveSouth;(4, 2);;(2, 3);1;1646
12;0.25;MoveSouth;(4, 2);;(2, 3);1;1647
