score;completeness;rescuebot_action;rescuebot_location;ben_never_action;ben_never_location;world_nr;tick_nr
3;0.125;RemoveObject;(15, 18);MoveSouth;(14, 17);1;1045
3;0.125;RemoveObject;(15, 18);MoveSouth;(14, 17);1;1046
3;0.125;RemoveObject;(15, 18);MoveSouth;(14, 17);1;1047
3;0.125;RemoveObject;(15, 18);MoveSouth;(14, 17);1;1048
3;0.125;RemoveObject;(15, 18);MoveSouth;(14, 18);1;1049
3;0.125;RemoveObject;(15, 18);MoveEast;(14, 18);1;1050
3;0.125;RemoveObject;(15, 18);MoveEast;(14, 18);1;1051
3;0.125;RemoveObject;(15, 18);MoveEast;(14, 18);1;1052
3;0.125;RemoveObject;(15, 18);MoveEast;(14, 18);1;1053
3;0.125;RemoveObject;(15, 18);MoveEast;(14, 18);1;1054
3;0.125;MoveSouth;(15, 18);MoveEast;(15, 18);1;1055
3;0.125;MoveSouth;(15, 18);MoveEast;(16, 18);1;1056
3;0.125;MoveSouth;(15, 18);;(16, 18);1;1057
3;0.125;MoveSouth;(15, 18);MoveEast;(17, 18);1;1058
3;0.125;MoveSouth;(15, 18);MoveEast;(18, 18);1;1059
3;0.125;MoveSouth;(15, 18);;(18, 18);1;1060
3;0.125;MoveSouth;(15, 18);MoveEast;(19, 18);1;1061
3;0.125;MoveSouth;(15, 18);;(19, 18);1;1062
3;0.125;MoveSouth;(15, 19);MoveEast;(20, 18);1;1063
3;0.125;MoveSouthWest;(15, 19);;(20, 18);1;1064
3;0.125;MoveSouthWest;(15, 19);MoveEast;(20, 18);1;1065
3;0.125;MoveSouthWest;(15, 19);MoveEast;(20, 18);1;1066
3;0.125;MoveSouthWest;(15, 19);MoveEast;(20, 18);1;1067
3;0.125;MoveSouthWest;(15, 19);MoveEast;(20, 18);1;1068
3;0.125;MoveSouthWest;(15, 19);MoveEast;(20, 18);1;1069
3;0.125;MoveSouthWest;(15, 19);MoveEast;(21, 18);1;1070
3;0.125;MoveSouthWest;(15, 19);MoveEast;(22, 18);1;1071
3;0.125;MoveSouthWest;(14, 20);;(22, 18);1;1072
3;0.125;MoveSouthEast;(14, 20);MoveEast;(23, 18);1;1073
3;0.125;MoveSouthEast;(14, 20);;(23, 18);1;1074
3;0.125;MoveSouthEast;(14, 20);MoveEast;(23, 18);1;1075
3;0.125;MoveSouthEast;(14, 20);;(23, 18);1;1076
3;0.125;MoveSouthEast;(14, 20);MoveNorth;(23, 17);1;1077
3;0.125;MoveSouthEast;(14, 20);;(23, 17);1;1078
3;0.125;MoveSouthEast;(14, 20);MoveNorth;(23, 16);1;1079
3;0.125;MoveSouthEast;(14, 20);;(23, 16);1;1080
3;0.125;MoveSouthEast;(15, 21);MoveNorth;(23, 15);1;1081
3;0.125;MoveNorthWest;(15, 21);;(23, 15);1;1082
3;0.125;MoveNorthWest;(15, 21);;(23, 15);1;1083
3;0.125;MoveNorthWest;(15, 21);;(23, 15);1;1084
3;0.125;MoveNorthWest;(15, 21);;(23, 15);1;1085
3;0.125;MoveNorthWest;(15, 21);;(23, 15);1;1086
3;0.125;MoveNorthWest;(15, 21);;(23, 15);1;1087
3;0.125;MoveNorthWest;(15, 21);;(23, 15);1;1088
3;0.125;MoveNorthWest;(15, 21);;(23, 15);1;1089
3;0.125;MoveNorthWest;(14, 20);;(23, 15);1;1090
3;0.125;CarryObject;(14, 20);;(23, 15);1;1091
3;0.125;CarryObject;(14, 20);;(23, 15);1;1092
3;0.125;CarryObject;(14, 20);;(23, 15);1;1093
3;0.125;CarryObject;(14, 20);;(23, 15);1;1094
3;0.125;CarryObject;(14, 20);;(23, 15);1;1095
3;0.125;CarryObject;(14, 20);;(23, 15);1;1096
6;0.25;CarryObject;(14, 20);Drop;(23, 15);1;1097
6;0.25;CarryObject;(14, 20);;(23, 15);1;1098
6;0.25;CarryObject;(14, 20);;(23, 15);1;1099
6;0.25;CarryObject;(14, 20);;(23, 15);1;1100
6;0.25;CarryObject;(14, 20);;(23, 15);1;1101
6;0.25;CarryObject;(14, 20);;(23, 15);1;1102
6;0.25;CarryObject;(14, 20);MoveNorth;(23, 14);1;1103
6;0.25;CarryObject;(14, 20);;(23, 14);1;1104
6;0.25;CarryObject;(14, 20);MoveNorth;(23, 13);1;1105
6;0.25;CarryObject;(14, 20);MoveNorth;(23, 12);1;1106
6;0.25;CarryObject;(14, 20);;(23, 12);1;1107
6;0.25;CarryObject;(14, 20);MoveNorth;(23, 11);1;1108
6;0.25;CarryObject;(14, 20);;(23, 11);1;1109
6;0.25;CarryObject;(14, 20);MoveNorth;(23, 10);1;1110
6;0.25;CarryObject;(14, 20);;(23, 10);1;1111
6;0.25;CarryObject;(14, 20);MoveNorth;(23, 9);1;1112
6;0.25;CarryObject;(14, 20);;(23, 9);1;1113
6;0.25;CarryObject;(14, 20);MoveNorth;(23, 8);1;1114
6;0.25;CarryObject;(14, 20);;(23, 8);1;1115
6;0.25;CarryObject;(14, 20);;(23, 8);1;1116
6;0.25;CarryObject;(14, 20);;(23, 8);1;1117
6;0.25;CarryObject;(14, 20);;(23, 8);1;1118
6;0.25;CarryObject;(14, 20);;(23, 8);1;1119
6;0.25;CarryObject;(14, 20);;(23, 8);1;1120
6;0.25;CarryObject;(14, 20);;(23, 8);1;1121
6;0.25;CarryObject;(14, 20);;(23, 8);1;1122
6;0.25;CarryObject;(14, 20);;(23, 8);1;1123
6;0.25;CarryObject;(14, 20);;(23, 8);1;1124
6;0.25;CarryObject;(14, 20);;(23, 8);1;1125
6;0.25;CarryObject;(14, 20);;(23, 8);1;1126
6;0.25;CarryObject;(14, 20);;(23, 8);1;1127
6;0.25;CarryObject;(14, 20);;(23, 8);1;1128
6;0.25;CarryObject;(14, 20);;(23, 8);1;1129
6;0.25;CarryObject;(14, 20);;(23, 8);1;1130
6;0.25;CarryObject;(14, 20);;(23, 8);1;1131
6;0.25;CarryObject;(14, 20);;(23, 8);1;1132
6;0.25;CarryObject;(14, 20);;(23, 8);1;1133
6;0.25;CarryObject;(14, 20);;(23, 8);1;1134
6;0.25;CarryObject;(14, 20);;(23, 8);1;1135
6;0.25;CarryObject;(14, 20);;(23, 8);1;1136
6;0.25;CarryObject;(14, 20);;(23, 8);1;1137
6;0.25;CarryObject;(14, 20);;(23, 8);1;1138
6;0.25;CarryObject;(14, 20);;(23, 8);1;1139
6;0.25;CarryObject;(14, 20);;(23, 8);1;1140
6;0.25;CarryObject;(14, 20);;(23, 8);1;1141
6;0.25;CarryObject;(14, 20);;(23, 8);1;1142
6;0.25;CarryObject;(14, 20);;(23, 8);1;1143
6;0.25;CarryObject;(14, 20);;(23, 8);1;1144
6;0.25;CarryObject;(14, 20);;(23, 8);1;1145
6;0.25;CarryObject;(14, 20);;(23, 8);1;1146
6;0.25;CarryObject;(14, 20);;(23, 8);1;1147
6;0.25;CarryObject;(14, 20);;(23, 8);1;1148
6;0.25;CarryObject;(14, 20);;(23, 8);1;1149
6;0.25;CarryObject;(14, 20);;(23, 8);1;1150
6;0.25;CarryObject;(14, 20);;(23, 8);1;1151
6;0.25;CarryObject;(14, 20);;(23, 8);1;1152
6;0.25;CarryObject;(14, 20);;(23, 8);1;1153
6;0.25;CarryObject;(14, 20);;(23, 8);1;1154
6;0.25;CarryObject;(14, 20);;(23, 8);1;1155
6;0.25;CarryObject;(14, 20);;(23, 8);1;1156
6;0.25;CarryObject;(14, 20);;(23, 8);1;1157
6;0.25;CarryObject;(14, 20);;(23, 8);1;1158
6;0.25;CarryObject;(14, 20);;(23, 8);1;1159
6;0.25;CarryObject;(14, 20);;(23, 8);1;1160
6;0.25;CarryObject;(14, 20);;(23, 8);1;1161
6;0.25;CarryObject;(14, 20);;(23, 8);1;1162
6;0.25;CarryObject;(14, 20);;(23, 8);1;1163
6;0.25;CarryObject;(14, 20);;(23, 8);1;1164
6;0.25;CarryObject;(14, 20);;(23, 8);1;1165
6;0.25;CarryObject;(14, 20);;(23, 8);1;1166
6;0.25;CarryObject;(14, 20);;(23, 8);1;1167
6;0.25;CarryObject;(14, 20);;(23, 8);1;1168
6;0.25;CarryObject;(14, 20);;(23, 8);1;1169
6;0.25;CarryObject;(14, 20);;(23, 8);1;1170
6;0.25;CarryObject;(14, 20);;(23, 8);1;1171
6;0.25;CarryObject;(14, 20);;(23, 8);1;1172
6;0.25;CarryObject;(14, 20);;(23, 8);1;1173
6;0.25;CarryObject;(14, 20);;(23, 8);1;1174
6;0.25;CarryObject;(14, 20);;(23, 8);1;1175
6;0.25;CarryObject;(14, 20);;(23, 8);1;1176
6;0.25;CarryObject;(14, 20);;(23, 8);1;1177
6;0.25;CarryObject;(14, 20);;(23, 8);1;1178
6;0.25;CarryObject;(14, 20);;(23, 8);1;1179
6;0.25;CarryObject;(14, 20);;(23, 8);1;1180
6;0.25;CarryObject;(14, 20);;(23, 8);1;1181
6;0.25;CarryObject;(14, 20);;(23, 8);1;1182
6;0.25;CarryObject;(14, 20);;(23, 8);1;1183
6;0.25;CarryObject;(14, 20);;(23, 8);1;1184
6;0.25;CarryObject;(14, 20);;(23, 8);1;1185
6;0.25;CarryObject;(14, 20);;(23, 8);1;1186
6;0.25;CarryObject;(14, 20);;(23, 8);1;1187
6;0.25;CarryObject;(14, 20);;(23, 8);1;1188
6;0.25;CarryObject;(14, 20);;(23, 8);1;1189
6;0.25;CarryObject;(14, 20);;(23, 8);1;1190
6;0.25;CarryObject;(14, 20);;(23, 8);1;1191
6;0.25;CarryObject;(14, 20);;(23, 8);1;1192
6;0.25;CarryObject;(14, 20);;(23, 8);1;1193
6;0.25;CarryObject;(14, 20);;(23, 8);1;1194
6;0.25;CarryObject;(14, 20);;(23, 8);1;1195
6;0.25;CarryObject;(14, 20);;(23, 8);1;1196
6;0.25;CarryObject;(14, 20);;(23, 8);1;1197
6;0.25;CarryObject;(14, 20);;(23, 8);1;1198
6;0.25;CarryObject;(14, 20);;(23, 8);1;1199
6;0.25;CarryObject;(14, 20);;(23, 8);1;1200
6;0.25;CarryObject;(14, 20);;(23, 8);1;1201
6;0.25;CarryObject;(14, 20);;(23, 8);1;1202
6;0.25;CarryObject;(14, 20);;(23, 8);1;1203
6;0.25;CarryObject;(14, 20);;(23, 8);1;1204
6;0.25;CarryObject;(14, 20);;(23, 8);1;1205
6;0.25;CarryObject;(14, 20);;(23, 8);1;1206
6;0.25;CarryObject;(14, 20);;(23, 8);1;1207
6;0.25;CarryObject;(14, 20);;(23, 8);1;1208
6;0.25;CarryObject;(14, 20);;(23, 8);1;1209
6;0.25;CarryObject;(14, 20);;(23, 8);1;1210
6;0.25;CarryObject;(14, 20);;(23, 8);1;1211
6;0.25;CarryObject;(14, 20);;(23, 8);1;1212
6;0.25;CarryObject;(14, 20);;(23, 8);1;1213
6;0.25;CarryObject;(14, 20);;(23, 8);1;1214
6;0.25;CarryObject;(14, 20);;(23, 8);1;1215
6;0.25;CarryObject;(14, 20);;(23, 8);1;1216
6;0.25;CarryObject;(14, 20);;(23, 8);1;1217
6;0.25;CarryObject;(14, 20);;(23, 8);1;1218
6;0.25;CarryObject;(14, 20);;(23, 8);1;1219
6;0.25;CarryObject;(14, 20);;(23, 8);1;1220
6;0.25;CarryObject;(14, 20);;(23, 8);1;1221
6;0.25;CarryObject;(14, 20);;(23, 8);1;1222
6;0.25;CarryObject;(14, 20);;(23, 8);1;1223
6;0.25;CarryObject;(14, 20);;(23, 8);1;1224
6;0.25;CarryObject;(14, 20);;(23, 8);1;1225
6;0.25;CarryObject;(14, 20);;(23, 8);1;1226
6;0.25;CarryObject;(14, 20);;(23, 8);1;1227
6;0.25;CarryObject;(14, 20);;(23, 8);1;1228
6;0.25;CarryObject;(14, 20);;(23, 8);1;1229
6;0.25;CarryObject;(14, 20);;(23, 8);1;1230
6;0.25;CarryObject;(14, 20);;(23, 8);1;1231
6;0.25;CarryObject;(14, 20);;(23, 8);1;1232
6;0.25;CarryObject;(14, 20);;(23, 8);1;1233
6;0.25;CarryObject;(14, 20);;(23, 8);1;1234
6;0.25;CarryObject;(14, 20);;(23, 8);1;1235
6;0.25;CarryObject;(14, 20);;(23, 8);1;1236
6;0.25;CarryObject;(14, 20);;(23, 8);1;1237
6;0.25;CarryObject;(14, 20);;(23, 8);1;1238
6;0.25;CarryObject;(14, 20);;(23, 8);1;1239
6;0.25;CarryObject;(14, 20);;(23, 8);1;1240
6;0.25;CarryObject;(14, 20);;(23, 8);1;1241
6;0.25;MoveNorthEast;(14, 20);;(23, 8);1;1242
6;0.25;MoveNorthEast;(14, 20);;(23, 8);1;1243
6;0.25;MoveNorthEast;(14, 20);;(23, 8);1;1244
6;0.25;MoveNorthEast;(14, 20);;(23, 8);1;1245
6;0.25;MoveNorthEast;(14, 20);;(23, 8);1;1246
6;0.25;MoveNorthEast;(14, 20);;(23, 8);1;1247
6;0.25;MoveNorthEast;(14, 20);;(23, 8);1;1248
6;0.25;MoveNorthEast;(14, 20);;(23, 8);1;1249
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1250
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1251
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1252
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1253
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1254
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1255
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1256
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1257
6;0.25;MoveNorthEast;(15, 19);;(23, 8);1;1258
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1259
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1260
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1261
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1262
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1263
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1264
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1265
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1266
6;0.25;MoveNorthEast;(16, 18);;(23, 8);1;1267
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1268
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1269
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1270
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1271
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1272
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1273
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1274
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1275
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1276
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1277
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1278
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1279
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1280
6;0.25;MoveNorthEast;(17, 17);;(23, 8);1;1281
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1282
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1283
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1284
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1285
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1286
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1287
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1288
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1289
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1290
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1291
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1292
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1293
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1294
6;0.25;MoveNorthEast;(18, 16);;(23, 8);1;1295
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1296
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1297
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1298
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1299
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1300
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1301
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1302
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1303
6;0.25;MoveNorthEast;(19, 15);;(23, 8);1;1304
6;0.25;MoveNorthEast;(20, 14);;(23, 8);1;1305
6;0.25;MoveEast;(20, 14);;(23, 8);1;1306
6;0.25;MoveEast;(20, 14);;(23, 8);1;1307
6;0.25;MoveEast;(20, 14);;(23, 8);1;1308
6;0.25;MoveEast;(20, 14);;(23, 8);1;1309
6;0.25;MoveEast;(20, 14);;(23, 8);1;1310
6;0.25;MoveEast;(20, 14);;(23, 8);1;1311
6;0.25;MoveEast;(20, 14);;(23, 8);1;1312
6;0.25;MoveEast;(20, 14);;(23, 8);1;1313
6;0.25;MoveEast;(21, 14);;(23, 8);1;1314
6;0.25;MoveNorthEast;(21, 14);;(23, 8);1;1315
6;0.25;MoveNorthEast;(21, 14);;(23, 8);1;1316
6;0.25;MoveNorthEast;(21, 14);;(23, 8);1;1317
6;0.25;MoveNorthEast;(21, 14);;(23, 8);1;1318
6;0.25;MoveNorthEast;(21, 14);;(23, 8);1;1319
6;0.25;MoveNorthEast;(21, 14);;(23, 8);1;1320
6;0.25;MoveNorthEast;(21, 14);;(23, 8);1;1321
6;0.25;MoveNorthEast;(21, 14);;(23, 8);1;1322
6;0.25;MoveNorthEast;(22, 13);;(23, 8);1;1323
6;0.25;MoveEast;(22, 13);;(23, 8);1;1324
6;0.25;MoveEast;(22, 13);;(23, 8);1;1325
6;0.25;MoveEast;(22, 13);;(23, 8);1;1326
6;0.25;MoveEast;(22, 13);;(23, 8);1;1327
6;0.25;MoveEast;(22, 13);;(23, 8);1;1328
6;0.25;MoveEast;(22, 13);;(23, 8);1;1329
6;0.25;MoveEast;(22, 13);;(23, 8);1;1330
6;0.25;MoveEast;(22, 13);;(23, 8);1;1331
6;0.25;MoveEast;(23, 13);;(23, 8);1;1332
6;0.25;Drop;(23, 13);;(23, 8);1;1333
6;0.25;Drop;(23, 13);;(23, 8);1;1334
6;0.25;Drop;(23, 13);;(23, 8);1;1335
6;0.25;Drop;(23, 13);;(23, 8);1;1336
6;0.25;Drop;(23, 13);;(23, 8);1;1337
6;0.25;Drop;(23, 13);;(23, 8);1;1338
6;0.25;Drop;(23, 13);;(23, 8);1;1339
6;0.25;Drop;(23, 13);;(23, 8);1;1340
9;0.375;Drop;(23, 13);;(23, 8);1;1341
9;0.375;MoveSouthWest;(23, 13);;(23, 8);1;1342
9;0.375;MoveSouthWest;(23, 13);;(23, 8);1;1343
9;0.375;MoveSouthWest;(23, 13);;(23, 8);1;1344
9;0.375;MoveSouthWest;(23, 13);;(23, 8);1;1345
9;0.375;MoveSouthWest;(23, 13);;(23, 8);1;1346
9;0.375;MoveSouthWest;(23, 13);;(23, 8);1;1347
9;0.375;MoveSouthWest;(23, 13);;(23, 8);1;1348
9;0.375;MoveSouthWest;(23, 13);;(23, 8);1;1349
9;0.375;MoveSouthWest;(22, 14);;(23, 8);1;1350
9;0.375;MoveWest;(22, 14);;(23, 8);1;1351
9;0.375;MoveWest;(22, 14);;(23, 8);1;1352
9;0.375;MoveWest;(22, 14);;(23, 8);1;1353
9;0.375;MoveWest;(22, 14);;(23, 8);1;1354
9;0.375;MoveWest;(22, 14);;(23, 8);1;1355
9;0.375;MoveWest;(22, 14);;(23, 8);1;1356
9;0.375;MoveWest;(22, 14);;(23, 8);1;1357
9;0.375;MoveWest;(22, 14);;(23, 8);1;1358
9;0.375;MoveWest;(21, 14);;(23, 8);1;1359
9;0.375;MoveSouthWest;(21, 14);;(23, 8);1;1360
9;0.375;MoveSouthWest;(21, 14);;(23, 8);1;1361
9;0.375;MoveSouthWest;(21, 14);;(23, 8);1;1362
9;0.375;MoveSouthWest;(21, 14);;(23, 8);1;1363
9;0.375;MoveSouthWest;(21, 14);;(23, 8);1;1364
9;0.375;MoveSouthWest;(21, 14);;(23, 8);1;1365
9;0.375;MoveSouthWest;(21, 14);;(23, 8);1;1366
9;0.375;MoveSouthWest;(21, 14);;(23, 8);1;1367
9;0.375;MoveSouthWest;(20, 15);;(23, 8);1;1368
9;0.375;MoveWest;(20, 15);;(23, 8);1;1369
9;0.375;MoveWest;(20, 15);;(23, 8);1;1370
9;0.375;MoveWest;(20, 15);;(23, 8);1;1371
9;0.375;MoveWest;(20, 15);;(23, 8);1;1372
9;0.375;MoveWest;(20, 15);;(23, 8);1;1373
9;0.375;MoveWest;(20, 15);;(23, 8);1;1374
9;0.375;MoveWest;(20, 15);;(23, 8);1;1375
9;0.375;MoveWest;(20, 15);;(23, 8);1;1376
9;0.375;MoveWest;(19, 15);;(23, 8);1;1377
9;0.375;MoveSouthWest;(19, 15);;(23, 8);1;1378
9;0.375;MoveSouthWest;(19, 15);;(23, 8);1;1379
9;0.375;MoveSouthWest;(19, 15);;(23, 8);1;1380
9;0.375;MoveSouthWest;(19, 15);;(23, 8);1;1381
9;0.375;MoveSouthWest;(19, 15);;(23, 8);1;1382
9;0.375;MoveSouthWest;(19, 15);;(23, 8);1;1383
9;0.375;MoveSouthWest;(19, 15);;(23, 8);1;1384
9;0.375;MoveSouthWest;(19, 15);;(23, 8);1;1385
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1386
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1387
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1388
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1389
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1390
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1391
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1392
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1393
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1394
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1395
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1396
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1397
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1398
9;0.375;MoveSouthWest;(18, 16);;(23, 8);1;1399
9;0.375;MoveSouthWest;(17, 17);;(23, 8);1;1400
9;0.375;MoveWest;(17, 17);;(23, 8);1;1401
9;0.375;MoveWest;(17, 17);;(23, 8);1;1402
9;0.375;MoveWest;(17, 17);;(23, 8);1;1403
9;0.375;MoveWest;(17, 17);;(23, 8);1;1404
9;0.375;MoveWest;(17, 17);;(23, 8);1;1405
9;0.375;MoveWest;(17, 17);;(23, 8);1;1406
9;0.375;MoveWest;(17, 17);;(23, 8);1;1407
9;0.375;MoveWest;(17, 17);;(23, 8);1;1408
9;0.375;MoveWest;(17, 17);;(23, 8);1;1409
9;0.375;MoveWest;(17, 17);;(23, 8);1;1410
9;0.375;MoveWest;(17, 17);;(23, 8);1;1411
9;0.375;MoveWest;(17, 17);;(23, 8);1;1412
9;0.375;MoveWest;(17, 17);;(23, 8);1;1413
9;0.375;MoveWest;(16, 17);;(23, 8);1;1414
9;0.375;MoveWest;(16, 17);;(23, 8);1;1415
9;0.375;MoveWest;(16, 17);;(23, 8);1;1416
9;0.375;MoveWest;(16, 17);;(23, 8);1;1417
9;0.375;MoveWest;(16, 17);;(23, 8);1;1418
9;0.375;MoveWest;(16, 17);;(23, 8);1;1419
9;0.375;MoveWest;(16, 17);;(23, 8);1;1420
9;0.375;MoveWest;(16, 17);;(23, 8);1;1421
9;0.375;MoveWest;(16, 17);;(23, 8);1;1422
9;0.375;MoveWest;(16, 17);;(23, 8);1;1423
9;0.375;MoveWest;(16, 17);;(23, 8);1;1424
9;0.375;MoveWest;(16, 17);;(23, 8);1;1425
9;0.375;MoveWest;(16, 17);;(23, 8);1;1426
9;0.375;MoveWest;(16, 17);;(23, 8);1;1427
9;0.375;MoveWest;(15, 17);;(23, 8);1;1428
9;0.375;MoveNorth;(15, 17);;(23, 8);1;1429
9;0.375;MoveNorth;(15, 17);;(23, 8);1;1430
9;0.375;MoveNorth;(15, 17);;(23, 8);1;1431
9;0.375;MoveNorth;(15, 17);;(23, 8);1;1432
9;0.375;MoveNorth;(15, 17);;(23, 8);1;1433
9;0.375;MoveNorth;(15, 17);;(23, 8);1;1434
9;0.375;MoveNorth;(15, 17);;(23, 8);1;1435
9;0.375;MoveNorth;(15, 17);;(23, 8);1;1436
9;0.375;MoveNorth;(15, 16);;(23, 8);1;1437
9;0.375;MoveNorthWest;(15, 16);;(23, 8);1;1438
9;0.375;MoveNorthWest;(15, 16);;(23, 8);1;1439
9;0.375;MoveNorthWest;(15, 16);;(23, 8);1;1440
9;0.375;MoveNorthWest;(15, 16);;(23, 8);1;1441
9;0.375;MoveNorthWest;(15, 16);;(23, 8);1;1442
9;0.375;MoveNorthWest;(15, 16);;(23, 8);1;1443
9;0.375;MoveNorthWest;(15, 16);;(23, 8);1;1444
9;0.375;MoveNorthWest;(15, 16);;(23, 8);1;1445
9;0.375;MoveNorthWest;(14, 15);;(23, 8);1;1446
9;0.375;MoveNorth;(14, 15);;(23, 8);1;1447
9;0.375;MoveNorth;(14, 15);;(23, 8);1;1448
9;0.375;MoveNorth;(14, 15);;(23, 8);1;1449
9;0.375;MoveNorth;(14, 15);;(23, 8);1;1450
9;0.375;MoveNorth;(14, 15);;(23, 8);1;1451
9;0.375;MoveNorth;(14, 15);;(23, 8);1;1452
9;0.375;MoveNorth;(14, 15);;(23, 8);1;1453
9;0.375;MoveNorth;(14, 15);;(23, 8);1;1454
9;0.375;MoveNorth;(14, 14);;(23, 8);1;1455
9;0.375;MoveSouthEast;(14, 14);;(23, 8);1;1456
9;0.375;MoveSouthEast;(14, 14);;(23, 8);1;1457
9;0.375;MoveSouthEast;(14, 14);;(23, 8);1;1458
9;0.375;MoveSouthEast;(14, 14);;(23, 8);1;1459
9;0.375;MoveSouthEast;(14, 14);;(23, 8);1;1460
9;0.375;MoveSouthEast;(14, 14);;(23, 8);1;1461
9;0.375;MoveSouthEast;(14, 14);;(23, 8);1;1462
9;0.375;MoveSouthEast;(14, 14);;(23, 8);1;1463
9;0.375;MoveSouthEast;(15, 15);;(23, 8);1;1464
9;0.375;MoveNorthEast;(15, 15);;(23, 8);1;1465
9;0.375;MoveNorthEast;(15, 15);;(23, 8);1;1466
9;0.375;MoveNorthEast;(15, 15);;(23, 8);1;1467
9;0.375;MoveNorthEast;(15, 15);;(23, 8);1;1468
9;0.375;MoveNorthEast;(15, 15);;(23, 8);1;1469
9;0.375;MoveNorthEast;(15, 15);;(23, 8);1;1470
9;0.375;MoveNorthEast;(15, 15);;(23, 8);1;1471
9;0.375;MoveNorthEast;(15, 15);;(23, 8);1;1472
9;0.375;MoveNorthEast;(16, 14);;(23, 8);1;1473
9;0.375;Idle;(16, 14);;(23, 8);1;1474
9;0.375;Idle;(16, 14);;(23, 8);1;1475
9;0.375;Idle;(16, 14);;(23, 8);1;1476
9;0.375;Idle;(16, 14);;(23, 8);1;1477
9;0.375;Idle;(16, 14);;(23, 8);1;1478
9;0.375;Idle;(16, 14);;(23, 8);1;1479
9;0.375;Idle;(16, 14);;(23, 8);1;1480
9;0.375;Idle;(16, 14);;(23, 8);1;1481
9;0.375;Idle;(16, 14);;(23, 8);1;1482
9;0.375;Idle;(16, 14);;(23, 8);1;1483
9;0.375;Idle;(16, 14);;(23, 8);1;1484
9;0.375;Idle;(16, 14);;(23, 8);1;1485
9;0.375;Idle;(16, 14);;(23, 8);1;1486
