score;completeness;rescuebot_action;rescuebot_location;boobs_action;boobs_location;world_nr;tick_nr
0;0.0;Idle;(16, 8);;(15, 8);1;469
0;0.0;Idle;(16, 8);;(15, 8);1;470
0;0.0;Idle;(16, 8);;(15, 8);1;471
0;0.0;Idle;(16, 8);;(15, 8);1;472
0;0.0;Idle;(16, 8);;(15, 8);1;473
0;0.0;Idle;(16, 8);;(15, 8);1;474
0;0.0;Idle;(16, 8);;(15, 8);1;475
0;0.0;Idle;(16, 8);;(15, 8);1;476
0;0.0;Idle;(16, 8);;(15, 8);1;477
0;0.0;Idle;(16, 8);;(15, 8);1;478
0;0.0;MoveNorthWest;(16, 8);;(15, 8);1;479
0;0.0;MoveNorthWest;(16, 8);;(15, 8);1;480
0;0.0;MoveNorthWest;(16, 8);;(15, 8);1;481
0;0.0;MoveNorthWest;(16, 8);;(15, 8);1;482
0;0.0;MoveNorthWest;(16, 8);;(15, 8);1;483
0;0.0;MoveNorthWest;(16, 8);;(15, 8);1;484
0;0.0;MoveNorthWest;(16, 8);MoveWest;(14, 8);1;485
0;0.0;MoveNorthWest;(16, 8);;(14, 8);1;486
0;0.0;MoveNorthWest;(15, 7);;(14, 8);1;487
0;0.0;MoveNorth;(15, 7);;(14, 8);1;488
0;0.0;MoveNorth;(15, 7);;(14, 8);1;489
0;0.0;MoveNorth;(15, 7);;(14, 8);1;490
0;0.0;MoveNorth;(15, 7);;(14, 8);1;491
0;0.0;MoveNorth;(15, 7);;(14, 8);1;492
0;0.0;MoveNorth;(15, 7);;(14, 8);1;493
0;0.0;MoveNorth;(15, 7);;(14, 8);1;494
0;0.0;MoveNorth;(15, 7);;(14, 8);1;495
0;0.0;MoveNorth;(15, 6);;(14, 8);1;496
0;0.0;MoveNorth;(15, 6);;(14, 8);1;497
0;0.0;MoveNorth;(15, 6);CarryObject;(14, 8);1;498
0;0.0;MoveNorth;(15, 6);;(14, 8);1;499
0;0.0;MoveNorth;(15, 6);;(14, 8);1;500
0;0.0;MoveNorth;(15, 6);;(14, 8);1;501
0;0.0;MoveNorth;(15, 6);;(14, 8);1;502
0;0.0;MoveNorth;(15, 6);MoveEast;(15, 8);1;503
0;0.0;MoveNorth;(15, 6);;(15, 8);1;504
0;0.0;MoveNorth;(15, 5);;(15, 8);1;505
0;0.0;;(15, 5);;(15, 8);1;506
0;0.0;;(15, 5);;(15, 8);1;507
0;0.0;;(15, 5);MoveNorth;(15, 7);1;508
0;0.0;;(15, 5);;(15, 7);1;509
0;0.0;;(15, 5);MoveNorth;(15, 6);1;510
0;0.0;;(15, 5);;(15, 6);1;511
0;0.0;;(15, 5);;(15, 6);1;512
0;0.0;;(15, 5);;(15, 6);1;513
0;0.0;;(15, 5);;(15, 6);1;514
0;0.0;;(15, 5);MoveEast;(16, 6);1;515
0;0.0;;(15, 5);;(16, 6);1;516
0;0.0;;(15, 5);;(16, 6);1;517
0;0.0;;(15, 5);MoveEast;(17, 6);1;518
0;0.0;;(15, 5);;(17, 6);1;519
0;0.0;;(15, 5);MoveEast;(18, 6);1;520
0;0.0;;(15, 5);;(18, 6);1;521
0;0.0;;(15, 5);MoveEast;(19, 6);1;522
0;0.0;;(15, 5);;(19, 6);1;523
0;0.0;;(15, 5);;(19, 6);1;524
0;0.0;;(15, 5);;(19, 6);1;525
0;0.0;;(15, 5);;(19, 6);1;526
0;0.0;;(15, 5);;(19, 6);1;527
0;0.0;;(15, 5);;(19, 6);1;528
0;0.0;;(15, 5);;(19, 6);1;529
0;0.0;;(15, 5);;(19, 6);1;530
0;0.0;;(15, 5);;(19, 6);1;531
0;0.0;;(15, 5);;(19, 6);1;532
0;0.0;;(15, 5);;(19, 6);1;533
0;0.0;;(15, 5);;(19, 6);1;534
0;0.0;;(15, 5);;(19, 6);1;535
0;0.0;;(15, 5);;(19, 6);1;536
0;0.0;;(15, 5);;(19, 6);1;537
0;0.0;;(15, 5);;(19, 6);1;538
0;0.0;;(15, 5);;(19, 6);1;539
0;0.0;;(15, 5);;(19, 6);1;540
0;0.0;;(15, 5);;(19, 6);1;541
0;0.0;;(15, 5);;(19, 6);1;542
0;0.0;;(15, 5);;(19, 6);1;543
0;0.0;;(15, 5);MoveWest;(19, 6);1;544
0;0.0;;(15, 5);MoveWest;(19, 6);1;545
0;0.0;;(15, 5);MoveWest;(19, 6);1;546
0;0.0;;(15, 5);MoveWest;(19, 6);1;547
0;0.0;;(15, 5);MoveWest;(19, 6);1;548
0;0.0;;(15, 5);MoveWest;(18, 6);1;549
0;0.0;;(15, 5);MoveWest;(17, 6);1;550
0;0.0;;(15, 5);;(17, 6);1;551
0;0.0;;(15, 5);;(17, 6);1;552
0;0.0;;(15, 5);;(17, 6);1;553
0;0.0;;(15, 5);;(17, 6);1;554
0;0.0;;(15, 5);;(17, 6);1;555
0;0.0;;(15, 5);MoveWest;(16, 6);1;556
0;0.0;;(15, 5);;(16, 6);1;557
0;0.0;;(15, 5);;(16, 6);1;558
0;0.0;;(15, 5);;(16, 6);1;559
0;0.0;;(15, 5);;(16, 6);1;560
0;0.0;;(15, 5);MoveNorth;(16, 5);1;561
0;0.0;;(15, 5);;(16, 5);1;562
0;0.0;;(15, 5);;(16, 5);1;563
0;0.0;;(15, 5);MoveNorth;(16, 5);1;564
0;0.0;;(15, 5);;(16, 5);1;565
0;0.0;;(15, 5);;(16, 5);1;566
0;0.0;;(15, 5);;(16, 5);1;567
0;0.0;;(15, 5);MoveWest;(15, 5);1;568
0;0.0;;(15, 5);;(15, 5);1;569
0;0.0;;(15, 5);;(15, 5);1;570
0;0.0;;(15, 5);;(15, 5);1;571
0;0.0;;(15, 5);;(15, 5);1;572
0;0.0;;(15, 5);;(15, 5);1;573
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;574
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;575
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;576
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;577
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;578
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;579
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;580
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;581
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;582
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;583
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;584
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;585
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;586
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;587
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;588
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;589
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;590
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;591
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;592
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;593
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;594
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;595
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;596
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;597
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;598
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;599
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;600
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;601
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;602
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;603
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;604
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;605
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;606
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;607
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;608
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;609
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;610
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;611
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;612
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;613
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;614
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;615
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;616
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;617
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;618
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;619
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;620
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;621
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;622
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;623
0;0.0;;(15, 5);RemoveObjectTogether;(15, 5);1;624
0;0.0;MoveNorth;(15, 5);;(15, 5);1;625
0;0.0;MoveNorth;(15, 5);;(15, 5);1;626
0;0.0;MoveNorth;(15, 5);;(15, 5);1;627
0;0.0;MoveNorth;(15, 5);;(15, 5);1;628
0;0.0;MoveNorth;(15, 5);;(15, 5);1;629
0;0.0;MoveNorth;(15, 5);;(15, 5);1;630
0;0.0;MoveNorth;(15, 5);;(15, 5);1;631
0;0.0;MoveNorth;(15, 5);;(15, 5);1;632
0;0.0;MoveNorth;(15, 4);;(15, 5);1;633
0;0.0;MoveNorthWest;(15, 4);;(15, 5);1;634
0;0.0;MoveNorthWest;(15, 4);;(15, 5);1;635
0;0.0;MoveNorthWest;(15, 4);MoveEast;(16, 5);1;636
0;0.0;MoveNorthWest;(15, 4);MoveEast;(17, 5);1;637
0;0.0;MoveNorthWest;(15, 4);MoveEast;(18, 5);1;638
0;0.0;MoveNorthWest;(15, 4);;(18, 5);1;639
0;0.0;MoveNorthWest;(15, 4);;(18, 5);1;640
0;0.0;MoveNorthWest;(15, 4);MoveEast;(19, 5);1;641
0;0.0;MoveNorthWest;(14, 3);;(19, 5);1;642
0;0.0;MoveNorth;(14, 3);;(19, 5);1;643
0;0.0;MoveNorth;(14, 3);MoveEast;(19, 5);1;644
0;0.0;MoveNorth;(14, 3);MoveEast;(19, 5);1;645
0;0.0;MoveNorth;(14, 3);MoveEast;(19, 5);1;646
0;0.0;MoveNorth;(14, 3);MoveEast;(19, 5);1;647
0;0.0;MoveNorth;(14, 3);MoveEast;(19, 5);1;648
0;0.0;MoveNorth;(14, 3);MoveEast;(20, 5);1;649
0;0.0;MoveNorth;(14, 3);MoveEast;(20, 5);1;650
0;0.0;MoveNorth;(14, 2);MoveEast;(20, 5);1;651
0;0.0;MoveSouthEast;(14, 2);MoveEast;(20, 5);1;652
0;0.0;MoveSouthEast;(14, 2);MoveEast;(20, 5);1;653
0;0.0;MoveSouthEast;(14, 2);MoveEast;(20, 5);1;654
0;0.0;MoveSouthEast;(14, 2);MoveEast;(21, 5);1;655
0;0.0;MoveSouthEast;(14, 2);MoveEast;(22, 5);1;656
0;0.0;MoveSouthEast;(14, 2);;(22, 5);1;657
0;0.0;MoveSouthEast;(14, 2);;(22, 5);1;658
0;0.0;MoveSouthEast;(14, 2);MoveEast;(22, 5);1;659
0;0.0;MoveSouthEast;(15, 3);MoveEast;(22, 5);1;660
0;0.0;MoveNorthEast;(15, 3);MoveEast;(22, 5);1;661
0;0.0;MoveNorthEast;(15, 3);MoveEast;(22, 5);1;662
0;0.0;MoveNorthEast;(15, 3);MoveEast;(22, 5);1;663
0;0.0;MoveNorthEast;(15, 3);MoveEast;(23, 5);1;664
0;0.0;MoveNorthEast;(15, 3);MoveEast;(23, 5);1;665
0;0.0;MoveNorthEast;(15, 3);MoveEast;(23, 5);1;666
0;0.0;MoveNorthEast;(15, 3);MoveEast;(23, 5);1;667
0;0.0;MoveNorthEast;(15, 3);MoveEast;(23, 5);1;668
0;0.0;MoveNorthEast;(16, 2);MoveEast;(23, 5);1;669
0;0.0;Idle;(16, 2);MoveEast;(23, 5);1;670
0;0.0;Idle;(16, 2);MoveSouth;(23, 5);1;671
0;0.0;Idle;(16, 2);MoveSouth;(23, 5);1;672
0;0.0;Idle;(16, 2);MoveSouth;(23, 5);1;673
0;0.0;Idle;(16, 2);MoveSouth;(23, 5);1;674
0;0.0;Idle;(16, 2);MoveSouth;(23, 5);1;675
0;0.0;Idle;(16, 2);MoveSouth;(23, 6);1;676
0;0.0;Idle;(16, 2);MoveSouth;(23, 7);1;677
0;0.0;Idle;(16, 2);;(23, 7);1;678
0;0.0;Idle;(16, 2);MoveSouth;(23, 8);1;679
0;0.0;Idle;(16, 2);;(23, 8);1;680
0;0.0;Idle;(16, 2);;(23, 8);1;681
0;0.0;Idle;(16, 2);;(23, 8);1;682
0;0.0;Idle;(16, 2);MoveSouth;(23, 9);1;683
0;0.0;Idle;(16, 2);;(23, 9);1;684
0;0.0;Idle;(16, 2);;(23, 9);1;685
0;0.0;Idle;(16, 2);;(23, 9);1;686
0;0.0;Idle;(16, 2);MoveSouth;(23, 10);1;687
0;0.0;Idle;(16, 2);;(23, 10);1;688
0;0.0;Idle;(16, 2);MoveSouth;(23, 11);1;689
0;0.0;Idle;(16, 2);;(23, 11);1;690
0;0.0;Idle;(16, 2);;(23, 11);1;691
0;0.0;Idle;(16, 2);;(23, 11);1;692
0;0.0;Idle;(16, 2);;(23, 11);1;693
0;0.0;Idle;(16, 2);;(23, 11);1;694
0;0.0;Idle;(16, 2);;(23, 11);1;695
0;0.0;MoveSouthWest;(16, 2);MoveSouth;(23, 12);1;696
0;0.0;MoveSouthWest;(16, 2);;(23, 12);1;697
0;0.0;MoveSouthWest;(16, 2);;(23, 12);1;698
0;0.0;MoveSouthWest;(16, 2);;(23, 12);1;699
0;0.0;MoveSouthWest;(16, 2);;(23, 12);1;700
0;0.0;MoveSouthWest;(16, 2);MoveSouth;(23, 13);1;701
0;0.0;MoveSouthWest;(16, 2);;(23, 13);1;702
0;0.0;MoveSouthWest;(16, 2);;(23, 13);1;703
0;0.0;MoveSouthWest;(15, 3);;(23, 13);1;704
0;0.0;MoveSouth;(15, 3);;(23, 13);1;705
0;0.0;MoveSouth;(15, 3);;(23, 13);1;706
0;0.0;MoveSouth;(15, 3);;(23, 13);1;707
0;0.0;MoveSouth;(15, 3);;(23, 13);1;708
0;0.0;MoveSouth;(15, 3);MoveSouth;(23, 14);1;709
0;0.0;MoveSouth;(15, 3);;(23, 14);1;710
0;0.0;MoveSouth;(15, 3);;(23, 14);1;711
0;0.0;MoveSouth;(15, 3);;(23, 14);1;712
0;0.0;MoveSouth;(15, 4);;(23, 14);1;713
0;0.0;MoveSouthWest;(15, 4);;(23, 14);1;714
0;0.0;MoveSouthWest;(15, 4);;(23, 14);1;715
3;0.125;MoveSouthWest;(15, 4);Drop;(23, 14);1;716
3;0.125;MoveSouthWest;(15, 4);;(23, 14);1;717
3;0.125;MoveSouthWest;(15, 4);;(23, 14);1;718
3;0.125;MoveSouthWest;(15, 4);;(23, 14);1;719
3;0.125;MoveSouthWest;(15, 4);;(23, 14);1;720
3;0.125;MoveSouthWest;(15, 4);;(23, 14);1;721
3;0.125;MoveSouthWest;(14, 5);;(23, 14);1;722
3;0.125;MoveWest;(14, 5);;(23, 14);1;723
3;0.125;MoveWest;(14, 5);MoveWest;(22, 14);1;724
3;0.125;MoveWest;(14, 5);;(22, 14);1;725
3;0.125;MoveWest;(14, 5);;(22, 14);1;726
3;0.125;MoveWest;(14, 5);;(22, 14);1;727
3;0.125;MoveWest;(14, 5);;(22, 14);1;728
3;0.125;MoveWest;(14, 5);MoveWest;(21, 14);1;729
3;0.125;MoveWest;(14, 5);;(21, 14);1;730
3;0.125;MoveWest;(13, 5);;(21, 14);1;731
3;0.125;MoveWest;(13, 5);MoveWest;(20, 14);1;732
3;0.125;MoveWest;(13, 5);;(20, 14);1;733
3;0.125;MoveWest;(13, 5);;(20, 14);1;734
3;0.125;MoveWest;(13, 5);;(20, 14);1;735
3;0.125;MoveWest;(13, 5);;(20, 14);1;736
3;0.125;MoveWest;(13, 5);;(20, 14);1;737
3;0.125;MoveWest;(13, 5);MoveNorth;(20, 13);1;738
3;0.125;MoveWest;(13, 5);MoveNorth;(20, 12);1;739
3;0.125;MoveWest;(12, 5);;(20, 12);1;740
3;0.125;MoveWest;(12, 5);MoveNorth;(20, 11);1;741
3;0.125;MoveWest;(12, 5);;(20, 11);1;742
3;0.125;MoveWest;(12, 5);MoveNorth;(20, 10);1;743
3;0.125;MoveWest;(12, 5);;(20, 10);1;744
3;0.125;MoveWest;(12, 5);MoveNorth;(20, 9);1;745
3;0.125;MoveWest;(12, 5);;(20, 9);1;746
3;0.125;MoveWest;(12, 5);MoveNorth;(20, 8);1;747
3;0.125;MoveWest;(12, 5);;(20, 8);1;748
3;0.125;MoveWest;(11, 5);MoveNorth;(20, 7);1;749
3;0.125;MoveWest;(11, 5);MoveNorth;(20, 6);1;750
3;0.125;MoveWest;(11, 5);;(20, 6);1;751
3;0.125;MoveWest;(11, 5);MoveNorth;(20, 5);1;752
3;0.125;MoveWest;(11, 5);;(20, 5);1;753
3;0.125;MoveWest;(11, 5);;(20, 5);1;754
3;0.125;MoveWest;(11, 5);;(20, 5);1;755
3;0.125;MoveWest;(11, 5);MoveWest;(20, 5);1;756
3;0.125;MoveWest;(11, 5);MoveWest;(20, 5);1;757
3;0.125;MoveWest;(10, 5);MoveWest;(20, 5);1;758
3;0.125;MoveWest;(10, 5);MoveWest;(20, 5);1;759
3;0.125;MoveWest;(10, 5);MoveWest;(20, 5);1;760
3;0.125;MoveWest;(10, 5);MoveWest;(19, 5);1;761
3;0.125;MoveWest;(10, 5);MoveWest;(19, 5);1;762
3;0.125;MoveWest;(10, 5);MoveWest;(19, 5);1;763
3;0.125;MoveWest;(10, 5);MoveWest;(19, 5);1;764
3;0.125;MoveWest;(10, 5);MoveWest;(19, 5);1;765
3;0.125;MoveWest;(10, 5);MoveWest;(19, 5);1;766
3;0.125;MoveWest;(10, 5);MoveWest;(18, 5);1;767
3;0.125;MoveWest;(10, 5);MoveWest;(17, 5);1;768
3;0.125;MoveWest;(10, 5);MoveWest;(16, 5);1;769
3;0.125;MoveWest;(10, 5);;(16, 5);1;770
3;0.125;MoveWest;(10, 5);MoveWest;(15, 5);1;771
3;0.125;MoveWest;(9, 5);;(15, 5);1;772
3;0.125;;(9, 5);;(15, 5);1;773
3;0.125;;(9, 5);MoveWest;(14, 5);1;774
3;0.125;;(9, 5);;(14, 5);1;775
3;0.125;;(9, 5);MoveWest;(13, 5);1;776
3;0.125;;(9, 5);;(13, 5);1;777
3;0.125;;(9, 5);MoveWest;(12, 5);1;778
3;0.125;;(9, 5);;(12, 5);1;779
3;0.125;;(9, 5);MoveWest;(11, 5);1;780
3;0.125;;(9, 5);;(11, 5);1;781
3;0.125;;(9, 5);MoveWest;(10, 5);1;782
3;0.125;;(9, 5);;(10, 5);1;783
3;0.125;;(9, 5);;(10, 5);1;784
3;0.125;;(9, 5);;(10, 5);1;785
3;0.125;;(9, 5);;(10, 5);1;786
3;0.125;;(9, 5);;(10, 5);1;787
3;0.125;;(9, 5);;(10, 5);1;788
3;0.125;;(9, 5);;(10, 5);1;789
3;0.125;;(9, 5);MoveWest;(10, 5);1;790
3;0.125;;(9, 5);MoveWest;(10, 5);1;791
3;0.125;;(9, 5);MoveWest;(10, 5);1;792
3;0.125;;(9, 5);MoveWest;(10, 5);1;793
3;0.125;;(9, 5);MoveWest;(10, 5);1;794
3;0.125;;(9, 5);MoveWest;(9, 5);1;795
3;0.125;;(9, 5);;(9, 5);1;796
3;0.125;;(9, 5);;(9, 5);1;797
3;0.125;;(9, 5);;(9, 5);1;798
3;0.125;;(9, 5);;(9, 5);1;799
3;0.125;;(9, 5);;(9, 5);1;800
3;0.125;;(9, 5);;(9, 5);1;801
3;0.125;;(9, 5);;(9, 5);1;802
3;0.125;;(9, 5);;(9, 5);1;803
3;0.125;;(9, 5);;(9, 5);1;804
3;0.125;;(9, 5);;(9, 5);1;805
3;0.125;;(9, 5);;(9, 5);1;806
3;0.125;;(9, 5);;(9, 5);1;807
3;0.125;;(9, 5);;(9, 5);1;808
3;0.125;;(9, 5);;(9, 5);1;809
3;0.125;;(9, 5);;(9, 5);1;810
3;0.125;;(9, 5);;(9, 5);1;811
3;0.125;;(9, 5);;(9, 5);1;812
3;0.125;;(9, 5);;(9, 5);1;813
3;0.125;;(9, 5);;(9, 5);1;814
3;0.125;;(9, 5);;(9, 5);1;815
3;0.125;;(9, 5);;(9, 5);1;816
3;0.125;;(9, 5);;(9, 5);1;817
3;0.125;;(9, 5);;(9, 5);1;818
3;0.125;;(9, 5);;(9, 5);1;819
3;0.125;;(9, 5);;(9, 5);1;820
3;0.125;;(9, 5);;(9, 5);1;821
3;0.125;;(9, 5);;(9, 5);1;822
3;0.125;;(9, 5);;(9, 5);1;823
3;0.125;;(9, 5);;(9, 5);1;824
3;0.125;;(9, 5);;(9, 5);1;825
3;0.125;;(9, 5);;(9, 5);1;826
3;0.125;;(9, 5);;(9, 5);1;827
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;828
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;829
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;830
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;831
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;832
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;833
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;834
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;835
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;836
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;837
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;838
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;839
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;840
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;841
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;842
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;843
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;844
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;845
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;846
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;847
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;848
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;849
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;850
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;851
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;852
3;0.125;;(9, 5);RemoveObjectTogether;(9, 5);1;853
3;0.125;MoveNorth;(9, 5);;(9, 5);1;854
3;0.125;MoveNorth;(9, 5);;(9, 5);1;855
3;0.125;MoveNorth;(9, 5);;(9, 5);1;856
3;0.125;MoveNorth;(9, 5);;(9, 5);1;857
3;0.125;MoveNorth;(9, 5);;(9, 5);1;858
3;0.125;MoveNorth;(9, 5);;(9, 5);1;859
3;0.125;MoveNorth;(9, 5);;(9, 5);1;860
3;0.125;MoveNorth;(9, 5);;(9, 5);1;861
3;0.125;MoveNorth;(9, 4);;(9, 5);1;862
3;0.125;MoveNorthWest;(9, 4);;(9, 5);1;863
3;0.125;MoveNorthWest;(9, 4);MoveNorth;(9, 4);1;864
3;0.125;MoveNorthWest;(9, 4);;(9, 4);1;865
3;0.125;MoveNorthWest;(9, 4);;(9, 4);1;866
3;0.125;MoveNorthWest;(9, 4);;(9, 4);1;867
3;0.125;MoveNorthWest;(9, 4);;(9, 4);1;868
3;0.125;MoveNorthWest;(9, 4);;(9, 4);1;869
3;0.125;MoveNorthWest;(9, 4);;(9, 4);1;870
3;0.125;MoveNorthWest;(8, 3);;(9, 4);1;871
3;0.125;MoveNorth;(8, 3);MoveNorth;(9, 3);1;872
3;0.125;MoveNorth;(8, 3);;(9, 3);1;873
3;0.125;MoveNorth;(8, 3);;(9, 3);1;874
3;0.125;MoveNorth;(8, 3);;(9, 3);1;875
3;0.125;MoveNorth;(8, 3);;(9, 3);1;876
3;0.125;MoveNorth;(8, 3);;(9, 3);1;877
3;0.125;MoveNorth;(8, 3);;(9, 3);1;878
3;0.125;MoveNorth;(8, 3);;(9, 3);1;879
3;0.125;MoveNorth;(8, 2);;(9, 3);1;880
3;0.125;MoveSouthEast;(8, 2);MoveNorth;(9, 2);1;881
3;0.125;MoveSouthEast;(8, 2);;(9, 2);1;882
3;0.125;MoveSouthEast;(8, 2);;(9, 2);1;883
3;0.125;MoveSouthEast;(8, 2);;(9, 2);1;884
3;0.125;MoveSouthEast;(8, 2);;(9, 2);1;885
3;0.125;MoveSouthEast;(8, 2);MoveSouth;(9, 3);1;886
3;0.125;MoveSouthEast;(8, 2);;(9, 3);1;887
3;0.125;MoveSouthEast;(8, 2);;(9, 3);1;888
3;0.125;MoveSouthEast;(9, 3);;(9, 3);1;889
3;0.125;MoveNorthEast;(9, 3);;(9, 3);1;890
3;0.125;MoveNorthEast;(9, 3);;(9, 3);1;891
3;0.125;MoveNorthEast;(9, 3);;(9, 3);1;892
3;0.125;MoveNorthEast;(9, 3);;(9, 3);1;893
3;0.125;MoveNorthEast;(9, 3);MoveEast;(10, 3);1;894
3;0.125;MoveNorthEast;(9, 3);;(10, 3);1;895
3;0.125;MoveNorthEast;(9, 3);;(10, 3);1;896
3;0.125;MoveNorthEast;(9, 3);;(10, 3);1;897
3;0.125;MoveNorthEast;(10, 2);;(10, 3);1;898
3;0.125;;(10, 2);;(10, 3);1;899
3;0.125;;(10, 2);;(10, 3);1;900
3;0.125;;(10, 2);;(10, 3);1;901
3;0.125;;(10, 2);;(10, 3);1;902
3;0.125;;(10, 2);;(10, 3);1;903
3;0.125;;(10, 2);;(10, 3);1;904
3;0.125;;(10, 2);;(10, 3);1;905
3;0.125;;(10, 2);;(10, 3);1;906
3;0.125;;(10, 2);;(10, 3);1;907
3;0.125;;(10, 2);;(10, 3);1;908
3;0.125;;(10, 2);;(10, 3);1;909
3;0.125;;(10, 2);;(10, 3);1;910
3;0.125;;(10, 2);;(10, 3);1;911
3;0.125;;(10, 2);;(10, 3);1;912
3;0.125;;(10, 2);;(10, 3);1;913
3;0.125;Idle;(10, 2);;(10, 3);1;914
3;0.125;Idle;(10, 2);;(10, 3);1;915
3;0.125;Idle;(10, 2);;(10, 3);1;916
3;0.125;Idle;(10, 2);;(10, 3);1;917
3;0.125;Idle;(10, 2);;(10, 3);1;918
3;0.125;Idle;(10, 2);;(10, 3);1;919
3;0.125;Idle;(10, 2);;(10, 3);1;920
3;0.125;Idle;(10, 2);;(10, 3);1;921
3;0.125;Idle;(10, 2);;(10, 3);1;922
3;0.125;Idle;(10, 2);CarryObjectTogether;(10, 3);1;923
3;0.125;Idle;(10, 2);;(10, 3);1;924
3;0.125;Idle;(10, 2);;(10, 3);1;925
3;0.125;Idle;(10, 2);;(10, 3);1;926
3;0.125;Idle;(10, 2);;(10, 3);1;927
3;0.125;Idle;(10, 2);;(10, 3);1;928
3;0.125;Idle;(10, 2);;(10, 3);1;929
3;0.125;Idle;(10, 2);;(10, 3);1;930
3;0.125;Idle;(10, 2);;(10, 3);1;931
3;0.125;Idle;(10, 2);;(10, 3);1;932
3;0.125;Idle;(10, 2);;(10, 3);1;933
